StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,QID4,Q1,Q2_NPS_GROUP,Q2,Q3,QID68_First Click,QID68_Last Click,QID68_Page Submit,QID68_Click Count,QID69_First Click,QID69_Last Click,QID69_Page Submit,QID69_Click Count,Q4_NPS_GROUP,Q4,Q5,Q6,Q7_NPS_GROUP,Q7,Q8,Q9,Q10,Q84,Q11,Q86,Q13_1,Q14,Q15,Group1,Group2
2026-03-06 19:45:08,2026-03-06 19:53:17,IP Address,100,489,True,2026-03-06 19:53:18,R_5MKUq2Gk1WLVbio,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Statistics / Econometrics,Detractor,5,Our body builds up a tolerance to the antibiotic over time,,,,,2.854,69.11,82.695,62,Passive,8,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Random mutations allow some bacteria to survive the antibiotic,Surviving bacteria multiply after the weaker ones are killed (natural selection),Bacteria can share resistance genes with other bacteria",Promoter,9,2187,All Bloops are Lazzies,The surviving insects learned from their exposure and passed that knowledge to their offspring,True,"Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation)","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",3,A moderate amount,No,,62
2026-03-06 19:46:06,2026-03-06 19:54:22,IP Address,100,496,True,2026-03-06 19:54:22,R_7ir3qv3lI5ujDkA,anonymous,EN,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Statistics / Econometrics,Detractor,5,Our body builds up a tolerance to the antibiotic over time,6.192,93.882,95.062,16,,,,,Passive,7,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",Random mutations allow some bacteria to survive the antibiotic,Detractor,6,243,All Lazzies are Bloops,Repeated exposure to the pesticide caused the insects' genes to mutate into resistant forms,False,"Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation)","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",2,A moderate amount,No,16,
2026-03-06 19:34:34,2026-03-06 19:56:59,IP Address,100,1344,True,2026-03-06 19:56:59,R_1v6Ts777oNUS6ac,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.","Statistics / Econometrics,Other",Detractor,5,Our body builds up a tolerance to the antibiotic over time,,,,,20.891,124.966,158.736,12,Promoter,10,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Random mutations allow some bacteria to survive the antibiotic,Surviving bacteria multiply after the weaker ones are killed (natural selection),Bacteria can share resistance genes with other bacteria",Promoter,10,243,All Bloops are Lazzies,Repeated exposure to the pesticide caused the insects' genes to mutate into resistant forms,True,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation),Avoid using pesticides when they are not truly needed to reduce selection pressure","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",4,A moderate amount,No,,12
2026-03-06 19:49:55,2026-03-06 20:01:42,IP Address,100,707,True,2026-03-06 20:01:42,R_5OnJqMbAb3ag7Nn,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.","Computer Science/ Engineer,Other",Detractor,3,Our body builds up a tolerance to the antibiotic over time,,,,,5.054,82.98,92.002,24,Promoter,10,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Random mutations allow some bacteria to survive the antibiotic,Bacteria can share resistance genes with other bacteria",Passive,7,243,All Lazzies are Bloops,Repeated exposure to the pesticide caused the insects' genes to mutate into resistant forms,True,"Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation),Avoid using pesticides when they are not truly needed to reduce selection pressure",The patient's body has adapted so the antibiotic no longer has an effect,4,A moderate amount,No,,24
2026-03-06 19:59:53,2026-03-06 20:09:44,IP Address,100,590,True,2026-03-06 20:09:44,R_5nVFhHuuUsFFXbP,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",None,Detractor,0,Our body builds up a tolerance to the antibiotic over time,6.986,95.478,96.496,9,,,,,Passive,8,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Bacteria can share resistance genes with other bacteria,Antibiotics teach bacteria how to defend themselves",Passive,7,658,All Lazzies are Bloops,"The insects shared chemical defences with each other, allowing the whole population to neutralise the pesticide",True,Double the dose of the same pesticide to kill the remaining insects,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",1,A moderate amount,No,9,
2026-03-06 19:59:03,2026-03-06 20:10:04,IP Address,100,661,True,2026-03-06 20:10:05,R_6CJCYQPPBOWIFq8,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.","Statistics / Econometrics,Computer Science/ Engineer",Passive,7,Our body builds up a tolerance to the antibiotic over time,,,,,18.341,120.952,145.659,8,Promoter,10,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Random mutations allow some bacteria to survive the antibiotic,Surviving bacteria multiply after the weaker ones are killed (natural selection)",Promoter,10,243,All Bloops are Lazzies,"Some insects happened to have pre-existing traits that helped them survive, and those insects reproduced at higher rates",False,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation),Avoid using pesticides when they are not truly needed to reduce selection pressure",The immune system has become dependent on the antibiotic and can no longer fight infections without it,4,A moderate amount,No,,8
2026-03-06 20:00:45,2026-03-06 20:15:44,IP Address,100,899,True,2026-03-06 20:15:45,R_3dHahWdRKPGZJ0v,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Other,Detractor,4,Our body builds up a tolerance to the antibiotic over time,,,,,8.176,175.527,192.751,12,Detractor,5,The patient's body has adapted so the antibiotic no longer has an effect,"Surviving bacteria multiply after the weaker ones are killed (natural selection),Bacteria can share resistance genes with other bacteria",Detractor,5,"243 ",All Lazzies are Bloops,Repeated exposure to the pesticide caused the insects' genes to mutate into resistant forms,True,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation),Avoid using pesticides when they are not truly needed to reduce selection pressure",The antibiotic has been used so frequently that its chemical composition weakens over time,2,A moderate amount,No,,12
2026-03-06 19:57:41,2026-03-06 20:19:41,IP Address,100,1320,True,2026-03-06 20:19:42,R_5hLOWEvDFtnYobv,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Statistics / Econometrics,Promoter,10,The immune system starts fighting against the antibiotic,,,,,2.599,4.407,4.951,3,Passive,8,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",Antibiotics teach bacteria how to defend themselves,Promoter,9,243,Some Razzies are not Lazzies,The surviving insects learned from their exposure and passed that knowledge to their offspring,True,Avoid using pesticides when they are not truly needed to reduce selection pressure,The antibiotic has been used so frequently that its chemical composition weakens over time,3,A little,Yes,,3
2026-03-06 20:37:20,2026-03-06 20:50:32,IP Address,100,791,True,2026-03-06 20:50:32,R_5KDAWZSmi4hMI38,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Statistics / Econometrics,Detractor,6,Our body builds up a tolerance to the antibiotic over time,,,,,6.86,109.242,120.929,15,Passive,7,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Random mutations allow some bacteria to survive the antibiotic,Surviving bacteria multiply after the weaker ones are killed (natural selection),Bacteria can share resistance genes with other bacteria",Passive,8,243,All Lazzies are Bloops,Repeated exposure to the pesticide caused the insects' genes to mutate into resistant forms,True,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Avoid using pesticides when they are not truly needed to reduce selection pressure","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",3,A moderate amount,No,,15
2026-03-06 21:01:45,2026-03-06 21:11:27,IP Address,100,581,True,2026-03-06 21:11:28,R_3dAhsNBS3ng9p0v,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.","Medicine / Nursing / Health sciences,Other",Detractor,6,"Some bacteria survive and multiply, becoming resistant through natural selection",10.54,95.972,98.402,33,,,,,Promoter,10,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Random mutations allow some bacteria to survive the antibiotic,Surviving bacteria multiply after the weaker ones are killed (natural selection)",Detractor,6,243,All Bloops are Lazzies,Repeated exposure to the pesticide caused the insects' genes to mutate into resistant forms,True,"Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation)","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",3,A moderate amount,No,33,
2026-03-06 21:29:33,2026-03-06 21:41:54,IP Address,100,741,True,2026-03-06 21:41:55,R_1e3omdGeajmqZVJ,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Statistics / Econometrics,Detractor,5,Antibiotics lose their chemical potency after being stored too long,,,,,10.172,169.31,171.426,11,Passive,7,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",Bacteria can share resistance genes with other bacteria,Promoter,9,243,All Bloops are Lazzies,Repeated exposure to the pesticide caused the insects' genes to mutate into resistant forms,True,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Avoid using pesticides when they are not truly needed to reduce selection pressure","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",3,A lot,No,,11
2026-03-06 21:40:30,2026-03-06 21:48:19,IP Address,100,468,True,2026-03-06 21:48:19,R_2HzoABXJ69JfjBn,anonymous,EN,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Computer Science/ Engineer,Detractor,0,Our body builds up a tolerance to the antibiotic over time,0,0,101.521,0,,,,,Passive,7,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Random mutations allow some bacteria to survive the antibiotic,Surviving bacteria multiply after the weaker ones are killed (natural selection),Bacteria can share resistance genes with other bacteria",Promoter,9,243,All Bloops are Lazzies,"Some insects happened to have pre-existing traits that helped them survive, and those insects reproduced at higher rates",False,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation),Avoid using pesticides when they are not truly needed to reduce selection pressure","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",4,A lot,Yes,0,
2026-03-06 21:42:49,2026-03-06 21:51:54,IP Address,100,544,True,2026-03-06 21:51:55,R_360xsIJBrNo6zPX,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",None,Detractor,5,Our body builds up a tolerance to the antibiotic over time,,,,,5.286,105.944,143.948,10,Promoter,10,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",Surviving bacteria multiply after the weaker ones are killed (natural selection),Detractor,6,243,All Bloops are Lazzies,Repeated exposure to the pesticide caused the insects' genes to mutate into resistant forms,True,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Avoid using pesticides when they are not truly needed to reduce selection pressure","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",3,A little,No,,10
2026-03-06 21:59:52,2026-03-06 22:13:02,IP Address,100,789,True,2026-03-06 22:13:03,R_7QRS5ZA25zhYKaN,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.","Statistics / Econometrics,Other",Detractor,4,Our body builds up a tolerance to the antibiotic over time,0,0,127.866,0,,,,,Detractor,5,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Random mutations allow some bacteria to survive the antibiotic,Surviving bacteria multiply after the weaker ones are killed (natural selection)",Promoter,9,243,All Lazzies are Bloops,Repeated exposure to the pesticide caused the insects' genes to mutate into resistant forms,True,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation),Avoid using pesticides when they are not truly needed to reduce selection pressure","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",4,A little,No,0,
2026-03-06 22:09:13,2026-03-06 22:18:17,IP Address,100,544,True,2026-03-06 22:18:17,R_6dRV8ImKTvDdBLZ,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",None,Detractor,3,"Some bacteria survive and multiply, becoming resistant through natural selection",3.24,124.404,125.265,13,,,,,Detractor,6,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Random mutations allow some bacteria to survive the antibiotic,Surviving bacteria multiply after the weaker ones are killed (natural selection),Bacteria can share resistance genes with other bacteria,Antibiotics teach bacteria how to defend themselves",Passive,7,243,All Bloops are Lazzies,Repeated exposure to the pesticide caused the insects' genes to mutate into resistant forms,True,"Double the dose of the same pesticide to kill the remaining insects,Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation),Avoid using pesticides when they are not truly needed to reduce selection pressure,Apply the same pesticide more frequently to maintain constant pressure on the insects","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",4,A moderate amount,No,13,
2026-03-06 22:04:40,2026-03-06 22:28:10,IP Address,100,1410,True,2026-03-06 22:28:11,R_3bOqqwfKtyEHXDb,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Computer Science/ Engineer,Detractor,5,Our body builds up a tolerance to the antibiotic over time,,,,,8.177,173.878,174.929,17,Promoter,10,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Random mutations allow some bacteria to survive the antibiotic,Surviving bacteria multiply after the weaker ones are killed (natural selection)",Promoter,10,243,All Bloops are Lazzies,Repeated exposure to the pesticide caused the insects' genes to mutate into resistant forms,True,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation),Avoid using pesticides when they are not truly needed to reduce selection pressure","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",4,A little,No,,17
2026-03-06 22:28:23,2026-03-06 22:35:03,IP Address,100,400,True,2026-03-06 22:35:04,R_5e2Ws7665EYnnwy,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",None,Detractor,5,Our body builds up a tolerance to the antibiotic over time,5.742,81.586,87.667,19,,,,,Passive,8,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",Random mutations allow some bacteria to survive the antibiotic,Detractor,6,3,All Bloops are Lazzies,Repeated exposure to the pesticide caused the insects' genes to mutate into resistant forms,False,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Double the dose of the same pesticide to kill the remaining insects,Avoid using pesticides when they are not truly needed to reduce selection pressure",The antibiotic has been used so frequently that its chemical composition weakens over time,3,A moderate amount,No,19,
2026-03-06 23:09:50,2026-03-06 23:18:57,IP Address,100,547,True,2026-03-06 23:18:58,R_37h93dyg7QTfY1H,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Computer Science/ Engineer,Detractor,5,Antibiotics lose their chemical potency after being stored too long,,,,,5.022,141.225,158.157,13,Passive,7,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Random mutations allow some bacteria to survive the antibiotic,Bacteria can share resistance genes with other bacteria",Passive,7,243,All Bloops are Lazzies,The surviving insects learned from their exposure and passed that knowledge to their offspring,True,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation)",The patient's body has adapted so the antibiotic no longer has an effect,3,A moderate amount,No,,13
2026-03-06 23:24:08,2026-03-06 23:40:26,IP Address,100,978,True,2026-03-06 23:40:26,R_7ddaMXCJfZiErKQ,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Computer Science/ Engineer,Detractor,3,"Some bacteria survive and multiply, becoming resistant through natural selection",17.994,107.464,120.202,18,,,,,Promoter,10,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",Random mutations allow some bacteria to survive the antibiotic,Promoter,10,243,No Bloops are Lazzies,Repeated exposure to the pesticide caused the insects' genes to mutate into resistant forms,True,Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,The antibiotic has been used so frequently that its chemical composition weakens over time,3,A lot,Yes,18,
2026-03-07 01:21:08,2026-03-07 01:36:24,IP Address,100,916,True,2026-03-07 01:36:25,R_6peTzEhUl5TCQiv,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",None,Detractor,0,Antibiotics lose their chemical potency after being stored too long,6.047,267.097,268.977,15,,,,,Detractor,5,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",Random mutations allow some bacteria to survive the antibiotic,Detractor,5,243,All Lazzies are Bloops,"Some insects happened to have pre-existing traits that helped them survive, and those insects reproduced at higher rates",True,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Avoid using pesticides when they are not truly needed to reduce selection pressure",The antibiotic has been used so frequently that its chemical composition weakens over time,2,A moderate amount,No,15,
2026-03-07 01:45:55,2026-03-07 01:59:30,IP Address,100,815,True,2026-03-07 01:59:31,R_6dK6SCQ2Mqrdo6C,anonymous,ES,You have read and understood this information and consent to participate in this study.,"Medicine / Nursing / Health sciences,Statistics / Econometrics,Computer Science/ Engineer",Promoter,10,Our body builds up a tolerance to the antibiotic over time,,,,,26.342,224.275,225.378,16,Promoter,10,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Random mutations allow some bacteria to survive the antibiotic,Surviving bacteria multiply after the weaker ones are killed (natural selection),Bacteria can share resistance genes with other bacteria",Promoter,10,243,All Lazzies are Bloops,Repeated exposure to the pesticide caused the insects' genes to mutate into resistant forms,True,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation),Stop using any pesticide and let the insects die off naturally","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",4,A little,No,,16
2026-03-07 02:15:19,2026-03-07 02:24:17,IP Address,100,537,True,2026-03-07 02:24:18,R_5nSoTikr0ZFFzxD,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",None,Detractor,1,Our body builds up a tolerance to the antibiotic over time,10.98,106.407,112.204,27,,,,,Detractor,4,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Random mutations allow some bacteria to survive the antibiotic,Surviving bacteria multiply after the weaker ones are killed (natural selection),Bacteria can share resistance genes with other bacteria",Detractor,5,90,All Bloops are Lazzies,Repeated exposure to the pesticide caused the insects' genes to mutate into resistant forms,True,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation),Avoid using pesticides when they are not truly needed to reduce selection pressure","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",4,A lot,No,27,
2026-03-07 02:18:40,2026-03-07 02:59:34,IP Address,100,2453,True,2026-03-07 02:59:35,R_6C1u5e9ex1MilyA,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",None,Detractor,0,Our body builds up a tolerance to the antibiotic over time,,,,,41.267,240.122,241.744,29,Detractor,6,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Random mutations allow some bacteria to survive the antibiotic,Surviving bacteria multiply after the weaker ones are killed (natural selection),Bacteria can share resistance genes with other bacteria",Passive,8,243,All Lazzies are Bloops,"Some insects happened to have pre-existing traits that helped them survive, and those insects reproduced at higher rates",False,Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",2,A little,No,,29
2026-03-07 02:48:19,2026-03-07 03:04:36,IP Address,100,976,True,2026-03-07 03:04:36,R_1l6pybAspLx1Jpy,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.","Computer Science/ Engineer,Other",Detractor,5,"Some bacteria survive and multiply, becoming resistant through natural selection",,,,,138.565,141.465,142.843,2,Passive,7,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Surviving bacteria multiply after the weaker ones are killed (natural selection),Bacteria can share resistance genes with other bacteria",Passive,7,9,All Lazzies are Bloops,Repeated exposure to the pesticide caused the insects' genes to mutate into resistant forms,True,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation),Avoid using pesticides when they are not truly needed to reduce selection pressure","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",3,A moderate amount,No,,2
2026-03-07 03:46:20,2026-03-07 04:02:38,IP Address,100,977,True,2026-03-07 04:02:38,R_33kEm2JHo03kcor,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.","Biology,Medicine / Nursing / Health sciences,Other",Promoter,10,"Some bacteria survive and multiply, becoming resistant through natural selection",16.135,160.894,167.297,61,,,,,Promoter,10,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Random mutations allow some bacteria to survive the antibiotic,Surviving bacteria multiply after the weaker ones are killed (natural selection),Bacteria can share resistance genes with other bacteria",Promoter,10,243,All Bloops are Lazzies,"Some insects happened to have pre-existing traits that helped them survive, and those insects reproduced at higher rates",False,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation)","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",4,A little,No,61,
2026-03-06 23:11:14,2026-03-07 04:04:08,IP Address,100,17574,True,2026-03-07 04:04:09,R_6hur86wyB6Ks272,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Other,Detractor,5,Antibiotics lose their chemical potency after being stored too long,,,,,36.803,203.462,233.065,11,Passive,7,The patient's body has adapted so the antibiotic no longer has an effect,"Random mutations allow some bacteria to survive the antibiotic,Surviving bacteria multiply after the weaker ones are killed (natural selection),Bacteria can share resistance genes with other bacteria",Promoter,9,243,No Bloops are Lazzies,"Some insects happened to have pre-existing traits that helped them survive, and those insects reproduced at higher rates",True,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation),Avoid using pesticides when they are not truly needed to reduce selection pressure",The antibiotic has been used so frequently that its chemical composition weakens over time,4,A lot,No,,11
2026-03-07 04:08:04,2026-03-07 04:18:30,IP Address,100,626,True,2026-03-07 04:18:31,R_1Ol8ZJZhOaAvA27,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.","Computer Science/ Engineer,Other",Detractor,5,The immune system starts fighting against the antibiotic,5.986,123.17,124.501,19,,,,,Detractor,5,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Random mutations allow some bacteria to survive the antibiotic,Surviving bacteria multiply after the weaker ones are killed (natural selection),Bacteria can share resistance genes with other bacteria,Bacteria absorb the antibiotic and use it as a nutrient,Antibiotics teach bacteria how to defend themselves",Detractor,5,243,No Bloops are Lazzies,Repeated exposure to the pesticide caused the insects' genes to mutate into resistant forms,True,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation)",The patient's body has adapted so the antibiotic no longer has an effect,3,A moderate amount,No,19,
2026-03-07 04:50:57,2026-03-07 05:00:22,IP Address,100,565,True,2026-03-07 05:00:23,R_5cAEdeqivmAmxiL,anonymous,ES,"You are at least 18 years old, and","Statistics / Econometrics,Computer Science/ Engineer",Passive,8,"Some bacteria survive and multiply, becoming resistant through natural selection",,,,,6.462,83.623,87.117,13,Passive,8,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Random mutations allow some bacteria to survive the antibiotic,Surviving bacteria multiply after the weaker ones are killed (natural selection),Bacteria can share resistance genes with other bacteria",Passive,8,243,All Bloops are Lazzies,"Some insects happened to have pre-existing traits that helped them survive, and those insects reproduced at higher rates",False,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation)","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",4,A little,No,,13
2026-03-07 03:38:46,2026-03-07 05:23:46,IP Address,100,6299,True,2026-03-07 05:23:47,R_3Tjrc8nUcBgmI0N,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Computer Science/ Engineer,Passive,8,"Some bacteria survive and multiply, becoming resistant through natural selection",,,,,1.066,124.111,126.067,89,Promoter,10,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Random mutations allow some bacteria to survive the antibiotic,Surviving bacteria multiply after the weaker ones are killed (natural selection),Bacteria can share resistance genes with other bacteria",Promoter,10,243,All Lazzies are Bloops,Repeated exposure to the pesticide caused the insects' genes to mutate into resistant forms,True,"Double the dose of the same pesticide to kill the remaining insects,Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation),Avoid using pesticides when they are not truly needed to reduce selection pressure","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",2,A moderate amount,No,,89
2026-03-07 13:31:01,2026-03-07 13:41:05,IP Address,100,604,True,2026-03-07 13:41:06,R_8qkcgthBjWmN9WY,anonymous,EN,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Other,Detractor,5,"Some bacteria survive and multiply, becoming resistant through natural selection",,,,,7.067,77.877,83.877,13,Passive,7,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Random mutations allow some bacteria to survive the antibiotic,Surviving bacteria multiply after the weaker ones are killed (natural selection),Bacteria can share resistance genes with other bacteria",Detractor,6,243,All Bloops are Lazzies,Repeated exposure to the pesticide caused the insects' genes to mutate into resistant forms,False,"Rotate between different types of pesticides so insects are less likely to develop resistance to any single one,Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation),Avoid using pesticides when they are not truly needed to reduce selection pressure","The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",2,A little,No,,13
2026-03-07 14:00:22,2026-03-07 14:03:11,IP Address,100,168,True,2026-03-07 14:03:12,R_8K6I6wx8EZpZ2aa,anonymous,ZH-S,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.",Computer Science/ Engineer,Detractor,2,Viruses in the body neutralize the effect of antibiotics,4.021,12.827,13.502,6,,,,,Passive,7,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same",Random mutations allow some bacteria to survive the antibiotic,Detractor,5,243,All Bloops are Lazzies,Repeated exposure to the pesticide caused the insects' genes to mutate into resistant forms,True,"Use integrated pest management (e.g., combine pesticides with natural predators or crop rotation)",The patient's body has adapted so the antibiotic no longer has an effect,2,A little,No,6,
2026-03-07 14:07:17,2026-03-07 14:25:16,IP Address,100,1079,True,2026-03-07 14:25:17,R_2ozfMLWMLWT55YJ,anonymous,ES,"You are at least 18 years old, and,You have read and understood this information and consent to participate in this study.","Statistics / Econometrics,Other",Detractor,0,The immune system starts fighting against the antibiotic,5.506,145.551,154.884,42,,,,,Passive,7,"The bacteria have changed in ways that allow them to survive the antibiotic, while the patient's body remains the same","Surviving bacteria multiply after the weaker ones are killed (natural selection),Bacteria can share resistance genes with other bacteria",Detractor,4,243,All Bloops are Lazzies,Repeated exposure to the pesticide caused the insects' genes to mutate into resistant forms,True,Stop using any pesticide and let the insects die off naturally,The immune system has become dependent on the antibiotic and can no longer fight infections without it,4,A moderate amount,No,42,
